vix_threshold,sma_buffer_pct,rsi_gate,cooldown_days,vol_gate,final_balance,total_return_pct,max_drawdown_pct,total_trades,buy_and_hold_pct,win_rate_pct,avg_win,avg_loss,win_loss_ratio,sharpe_ratio,max_consec_losses,avg_hold_days
30,0.98,0,10,0,228343,128.343,29.9598,39,187.856,30.7692,17834.9,3173.18,5.62051,0.450753,6,81.4359
30,0.98,0,10,0.8,248612,148.612,23.8701,37,187.856,37.8378,16570.8,3625.18,4.57102,0.491411,4,85.1892
30,0.98,0,10,1,260412,160.412,21.7208,31,187.856,41.9355,17484.6,3716.03,4.70519,0.518489,3,100.065
30,0.98,0,10,1.2,210814,110.814,29.2535,28,187.856,42.8571,13575,3255.41,4.16998,0.434299,5,101.679
30,0.98,40,0,0,205421,105.421,27.9608,48,187.856,27.0833,17404.9,3452.64,5.04104,0.390807,7,68.2083
30,0.98,40,0,0.8,207482,107.482,24.5804,46,187.856,30.4348,15488.7,3417.48,4.53219,0.399673,5,69.8913
30,0.98,40,0,1,242476,142.476,20.4009,34,187.856,38.2353,17253.7,3896.3,4.42823,0.480097,5,92.3529
30,0.98,40,0,1.2,212133,112.133,27.3711,29,187.856,41.3793,14156.1,3396.44,4.16791,0.43208,5,100.586
30,0.98,40,3,0,208355,108.355,27.9557,47,187.856,27.6596,17267.7,3415.45,5.05577,0.397566,7,69.5745
30,0.98,40,3,0.8,211180,111.18,24.5824,45,187.856,31.1111,15443.1,3387.86,4.55836,0.408249,5,71.3111
30,0.98,40,3,1,243960,143.96,20.4008,34,187.856,38.2353,17364.8,3894.42,4.4589,0.483143,5,92.2647
30,0.98,40,3,1.2,204266,104.266,30.0665,29,187.856,41.3793,13350.5,3290.62,4.05714,0.413582,5,100.483
30,0.98,40,5,0,224283,124.283,27.1492,44,187.856,31.8182,16253.6,3442.26,4.72179,0.434342,5,73.7955
30,0.98,40,5,0.8,228411,128.411,23.7171,41,187.856,34.1463,15558.2,3311.28,4.69855,0.447723,4,77.7561
30,0.98,40,5,1,252557,152.557,20.4012,32,187.856,40.625,17053.4,3638.81,4.68654,0.500771,4,97.7188
30,0.98,40,5,1.2,226852,126.852,27.4488,27,187.856,44.4444,14495.3,3139.4,4.61721,0.468453,6,106.519
30,0.98,40,10,0,229778,129.778,29.9606,39,187.856,30.7692,17941.7,3167.48,5.66434,0.453866,6,81.3846
30,0.98,40,10,0.8,250189,150.189,23.3883,37,187.856,37.8378,16670.6,3617.4,4.60846,0.494603,4,85.1351
30,0.98,40,10,1,259790,159.79,20.4778,30,187.856,43.3333,17284.7,3818.25,4.52685,0.517876,3,103.233
30,0.98,40,10,1.2,221798,121.798,28.1244,26,187.856,46.1538,14015.4,3313.34,4.22999,0.459759,5,109.654
30,0.98,45,0,0,204805,104.805,29.8089,46,187.856,28.2609,16973,3510.41,4.83504,0.390216,7,70.9348
30,0.98,45,0,0.8,197258,97.2581,29.1753,44,187.856,29.5455,15553.2,3384.94,4.59482,0.378063,6,72.6136
30,0.98,45,0,1,224959,124.959,27.2659,32,187.856,37.5,17034.6,3972.82,4.28779,0.450717,5,96.4062
30,0.98,45,0,1.2,191048,91.0475,33.0115,29,187.856,41.3793,12674.2,3590.78,3.52966,0.386774,6,97
30,0.98,45,3,0,209968,109.968,29.8089,45,187.856,28.8889,17144.7,3528.53,4.85888,0.401838,7,72.4667
30,0.98,45,3,0.8,202979,102.979,29.1757,43,187.856,30.2326,15795.9,3412.26,4.62916,0.391717,6,74.2093
30,0.98,45,3,1,225739,125.739,27.2663,32,187.856,37.5,17120.7,3985.47,4.29578,0.452504,5,96.3438
30,0.98,45,3,1.2,183950,83.9502,35.4976,29,187.856,41.3793,11921.8,3477.15,3.42862,0.367699,6,96.8966
30,0.98,45,5,0,212017,112.017,27.2627,44,187.856,31.8182,15594.8,3543.66,4.40075,0.408662,5,73.6364
30,0.98,45,5,0.8,205820,105.82,27.568,41,187.856,31.7073,15338.2,3342.03,4.58948,0.399797,5,77.4146
30,0.98,45,5,1,227282,127.282,27.2651,31,187.856,38.7097,16509,3727.73,4.42871,0.456578,5,99.2258
30,0.98,45,5,1.2,205044,105.044,30.9355,27,187.856,44.4444,13099.6,3476.74,3.76778,0.423791,6,104
30,0.98,45,10,0,233791,133.791,31.7595,38,187.856,31.5789,18594.5,3436.23,5.41129,0.461328,6,83.4474
30,0.98,45,10,0.8,225177,125.177,28.0547,37,187.856,35.1351,16418.5,3677.62,4.46443,0.445785,5,84.7027
30,0.98,45,10,1,233824,133.824,27.3369,29,187.856,41.3793,16741,3945.15,4.24344,0.473703,5,105.034
30,0.98,45,10,1.2,200132,100.132,31.7144,26,187.856,46.1538,12632.6,3675.7,3.4368,0.413385,5,107.192
30,0.98,50,0,0,197124,97.1244,30.2007,43,187.856,30.2326,16164.1,3766.97,4.29101,0.378173,6,74.6744
30,0.98,50,0,0.8,188827,88.8267,28.4186,41,187.856,31.7073,14451.2,3537.12,4.08559,0.362311,5,76.878
30,0.98,50,0,1,187206,87.2058,28.6127,34,187.856,35.2941,13980,3661.57,3.81804,0.367982,6,87.8824
30,0.98,50,0,1.2,175517,75.517,31.4059,28,187.856,42.8571,11140.7,3635.69,3.06425,0.348768,4,97.6786
30,0.98,50,3,0,202171,102.171,30.2007,42,187.856,30.9524,16335.8,3799.81,4.29912,0.390185,6,76.4048
30,0.98,50,3,0.8,193622,93.622,28.4186,40,187.856,32.5,14608.4,3566.21,4.09635,0.37447,5,78.75
30,0.98,50,3,1,187206,87.2058,28.6127,34,187.856,35.2941,13980,3661.57,3.81804,0.367982,6,87.8824
30,0.98,50,3,1.2,175517,75.517,31.4059,28,187.856,42.8571,11140.7,3635.69,3.06425,0.348768,4,97.6786
30,0.98,50,5,0,213503,113.503,30.2008,40,187.856,32.5,16680.1,3827.35,4.35813,0.416409,6,79.95
30,0.98,50,5,0.8,200214,100.214,28.4188,38,187.856,34.2105,14474,3517.96,4.11433,0.391407,5,82.5263
30,0.98,50,5,1,192456,92.4563,28.6155,32,187.856,37.5,13807.8,3661.84,3.77071,0.382269,6,93.1875
30,0.98,50,5,1.2,179061,79.0605,30.0102,27,187.856,44.4444,11342.9,3803.63,2.98213,0.359404,4,101.185
30,0.98,50,10,0,232742,132.742,31.5916,35,187.856,34.2857,18089.3,3666.53,4.93364,0.464065,6,89.6
30,0.98,50,10,0.8,218216,118.216,27.6833,34,187.856,35.2941,16543.8,3650.44,4.53199,0.437734,5,90.7647
30,0.98,50,10,1,198643,98.6432,27.8784,30,187.856,36.6667,15104,3552.65,4.25146,0.402551,6,97.8
30,0.98,50,10,1.2,154522,54.5225,39.2409,29,187.856,37.931,10351.6,3296.92,3.13976,0.288599,7,89.5862
30,0.97,0,0,0,215854,115.854,27.2641,46,187.856,26.087,20228.6,3732.03,5.42027,0.411284,7,71.8696
30,0.97,0,0,0.8,208208,108.208,25.2324,45,187.856,28.8889,17170.3,3593.93,4.77759,0.398992,5,72.2444
30,0.97,0,0,1,251084,151.084,21.8207,34,187.856,35.2941,19745.9,3903.03,5.05911,0.493798,5,93.2353
30,0.97,0,0,1.2,215794,115.794,28.5619,30,187.856,36.6667,16503.6,3460.26,4.76946,0.436287,5,98.7333
30,0.97,0,3,0,219288,119.288,27.2605,45,187.856,26.6667,19839,3599.39,5.51177,0.419081,7,73.3111
30,0.97,0,3,0.8,212288,112.288,24.1682,44,187.856,29.5455,16908.5,3468.47,4.87492,0.408628,5,73.6818
30,0.97,0,3,1,247654,147.654,21.8272,34,187.856,35.2941,19417.4,3879.75,5.0048,0.487906,5,93.0294
30,0.97,0,3,1.2,204297,104.297,29.4824,29,187.856,34.4828,16796.6,3351,5.01242,0.410883,5,101.552
30,0.97,0,5,0,236514,136.514,24.0148,41,187.856,26.8293,21954.2,3499.41,6.27369,0.457164,6,79.7805
30,0.97,0,5,0.8,234981,134.981,22.9897,39,187.856,30.7692,18952.4,3424,5.53517,0.458727,5,82.5128
30,0.97,0,5,1,261894,161.894,19.492,31,187.856,35.4839,21312.8,3627.31,5.87564,0.515743,5,101.645
30,0.97,0,5,1.2,230362,130.362,26.0009,27,187.856,40.7407,16594.5,3261.09,5.08864,0.473144,6,107.593
30,0.97,0,10,0,224872,124.872,28.3227,37,187.856,29.7297,19873.3,3605.15,5.51247,0.439937,6,86.8919
30,0.97,0,10,0.8,250484,150.484,21.2915,35,187.856,34.2857,19911.6,3845.85,5.17742,0.492147,4,90.9429
30,0.97,0,10,1,269433,169.433,19.8971,29,187.856,37.931,21510.1,3732.07,5.76358,0.532857,4,107.621
30,0.97,0,10,1.2,219269,119.269,27.0556,26,187.856,38.4615,17140.7,3258.63,5.26008,0.452525,5,110.192
30,0.97,40,0,0,216017,116.017,27.2598,44,187.856,27.2727,19977.1,3865.87,5.16755,0.412485,7,74.9318
30,0.97,40,0,0.8,212927,112.927,24.1606,43,187.856,30.2326,17375.1,3765,4.61491,0.409884,5,75.4419
30,0.97,40,0,1,249372,149.372,21.8216,32,187.856,37.5,19337.8,4134.09,4.67766,0.491671,5,98.75
30,0.97,40,0,1.2,217340,117.34,25.5974,27,187.856,40.7407,16003.4,3668.6,4.36228,0.442276,5,108.741
30,0.97,40,3,0,220809,120.809,27.2587,43,187.856,27.907,19874.1,3796.12,5.23536,0.422814,7,76.5581
30,0.97,40,3,0.8,218451,118.451,24.1666,42,187.856,30.9524,17372.1,3703,4.69137,0.422098,5,77.0714
30,0.97,40,3,1,250200,150.2,21.8276,32,187.856,37.5,19428,4146.79,4.68506,0.493367,5,98.6562
30,0.97,40,3,1.2,209283,109.283,28.3584,27,187.856,37.037,16761.3,3431.17,4.88501,0.423857,5,108.63
30,0.97,40,5,0,240258,140.258,24.0111,40,187.856,27.5,22283.5,3615.89,6.16267,0.464619,6,81.675
30,0.97,40,5,0.8,238765,138.765,22.9905,38,187.856,31.5789,19243,3544.26,5.42934,0.466371,5,84.5789
30,0.97,40,5,1,261269,161.269,19.4922,30,187.856,36.6667,21074.9,3713.45,5.6753,0.515105,5,104.867
30,0.97,40,5,1.2,236182,136.182,26.0003,25,187.856,44,16585.5,3304.19,5.01953,0.486831,6,115.76
30,0.97,40,10,0,226269,126.269,28.3278,37,187.856,29.7297,19990.1,3600.81,5.55154,0.44299,6,86.8378
30,0.97,40,10,0.8,252070,152.07,20.887,35,187.856,34.2857,20031.8,3839.64,5.21711,0.495295,4,90.8857
30,0.97,40,10,1,268797,168.797,19.4925,28,187.856,39.2857,21272.6,3835.39,5.5464,0.532272,4,111.286
30,0.97,40,10,1.2,230717,130.717,25.8901,24,187.856,41.6667,17701,3306.63,5.35319,0.47785,5,119.542
30,0.97,45,0,0,216645,116.645,29.128,42,187.856,28.5714,19553.3,3933.15,4.9714,0.414648,7,78.2143
30,0.97,45,0,0.8,203599,103.599,27.7624,41,187.856,29.2683,17668.6,3738.77,4.72579,0.391152,6,78.6098
30,0.97,45,0,1,233298,133.298,26.2343,30,187.856,36.6667,19390.1,4210.13,4.60557,0.466573,5,103.433
30,0.97,45,0,1.2,198161,98.1607,31.1261,27,187.856,40.7407,14446.3,3796.79,3.80487,0.403861,6,104.852
30,0.97,45,3,0,224540,124.54,29.128,41,187.856,29.2683,19840.8,3915.51,5.06723,0.431264,7,80.0488
30,0.97,45,3,0.8,211782,111.782,27.7637,40,187.856,30,18021.7,3731.37,4.82979,0.409814,6,80.45
30,0.97,45,3,1,234186,134.186,26.2347,30,187.856,36.6667,19493.9,4223.51,4.61558,0.468453,5,103.367
30,0.97,45,3,1.2,190845,90.8453,33.6814,27,187.856,37.037,15111.5,3545.27,4.26243,0.384996,6,104.741
30,0.97,45,5,0,227143,127.143,25.9494,40,187.856,27.5,21373.4,3722.9,5.74105,0.439131,6,81.5
30,0.97,45,5,0.8,215182,115.182,25.7068,38,187.856,28.9474,19288.4,3592.25,5.36945,0.418874,5,84.2105
30,0.97,45,5,1,235781,135.781,26.2357,29,187.856,34.4828,20846.8,3825.58,5.4493,0.472531,5,106.69
30,0.97,45,5,1.2,212715,112.715,29.8173,25,187.856,44,14940.9,3688.19,4.05101,0.440774,6,113.04
30,0.97,45,10,0,236089,136.089,30.1727,36,187.856,30.5556,20958.8,3778.32,5.54713,0.462879,6,89.1111
30,0.97,45,10,0.8,232651,132.651,25.7034,35,187.856,31.4286,20296.8,3775.57,5.37582,0.45949,5,90.3714
30,0.97,45,10,1,242547,142.547,26.2348,27,187.856,37.037,21035.6,3988.77,5.2737,0.489637,5,113.481
30,0.97,45,10,1.2,208102,108.102,29.5937,24,187.856,41.6667,15951.5,3672.4,4.34362,0.4319,5,116.875
30,0.97,50,0,0,214623,114.623,29.3566,38,187.856,31.5789,18996,4358.82,4.35807,0.415567,6,85.4737
30,0.97,50,0,0.8,198585,98.5852,27.5507,37,187.856,32.4324,16612.5,4030.59,4.1216,0.383577,5,86.3784
30,0.97,50,0,1,198657,98.6567,27.8782,31,187.856,35.4839,16179.3,3965.77,4.07973,0.394907,6,97.4839
30,0.97,50,0,1.2,185800,85.8001,29.887,25,187.856,40,14356.1,3850.74,3.72814,0.375908,4,110.76
30,0.97,50,3,0,222478,122.478,29.3566,37,187.856,32.4324,19283.6,4356.99,4.42589,0.432546,6,87.7027
30,0.97,50,3,0.8,205778,105.778,27.5507,36,187.856,33.3333,16865.2,4025.18,4.18992,0.400685,5,88.6944
30,0.97,50,3,1,198657,98.6567,27.8782,31,187.856,35.4839,16179.3,3965.77,4.07973,0.394907,6,97.4839
30,0.97,50,3,1.2,185800,85.8001,29.887,25,187.856,40,14356.1,3850.74,3.72814,0.375908,4,110.76
30,0.97,50,5,0,234975,134.975,29.359,35,187.856,34.2857,19703,4411.35,4.46644,0.458657,6,92.4
30,0.97,50,5,0.8,212818,112.818,27.5583,34,187.856,32.3529,18387.1,3888.67,4.72836,0.417543,5,93.5
30,0.97,50,5,1,204191,104.191,27.8804,29,187.856,34.4828,17740.1,3853.15,4.60405,0.409039,6,104
30,0.97,50,5,1.2,189599,89.5986,28.4568,24,187.856,41.6667,14622.4,4044.66,3.61523,0.386592,4,115.25
30,0.97,50,10,0,229221,129.221,31.9047,33,187.856,33.3333,20126.7,4189.68,4.80388,0.451472,6,96.8485
30,0.97,50,10,0.8,217379,117.379,28.645,32,187.856,34.375,18546.8,4125.49,4.49566,0.430978,5,98.2812
30,0.97,50,10,1,207127,107.127,28.3445,28,187.856,35.7143,17696.8,3880.06,4.56097,0.419477,6,106.643
30,0.97,50,10,1.2,165389,65.3887,39.2409,27,187.856,37.037,12609.3,3570.82,3.5312,0.323443,7,98.5556
30,0.96,0,0,0,220804,120.804,28.1906,45,187.856,24.4444,22912.9,3859.95,5.93606,0.421066,7,73.8444
30,0.96,0,0,0.8,212127,112.127,26.467,44,187.856,25,20986.2,3597.64,5.83334,0.407075,6,74.2727
30,0.96,0,0,1,257053,157.053,21.8216,33,187.856,30.303,24570.5,3854.43,6.37462,0.504101,5,96.6061
30,0.96,0,0,1.2,225074,125.074,28.5619,29,187.856,34.4828,19249.9,3548.67,5.42453,0.456496,5,102.759
30,0.96,0,3,0,225329,125.329,28.1867,44,187.856,25,22519.4,3708.63,6.07216,0.430975,7,75.2955
30,0.96,0,3,0.8,217347,117.347,25.3042,43,187.856,25.5814,20718.7,3454.96,5.9968,0.418975,6,75.7209
30,0.96,0,3,1,253520,153.52,21.829,33,187.856,30.303,24170.1,3833.94,6.30423,0.498202,5,96.3939
30,0.96,0,3,1.2,213074,113.074,29.4824,28,187.856,32.1429,19820.3,3437.3,5.76625,0.431245,5,105.821
30,0.96,0,5,0,242966,142.966,24.9839,40,187.856,25,25125.6,3609.67,6.96062,0.469029,6,82.125
30,0.96,0,5,0.8,240545,140.545,22.9908,38,187.856,26.3158,23582.1,3402.71,6.93038,0.469035,5,85.0526
30,0.96,0,5,1,268125,168.125,20.8218,30,187.856,30,27022.1,3574.97,7.5587,0.526059,5,105.633
30,0.96,0,5,1.2,240219,140.219,26.0009,26,187.856,38.4615,19371.2,3343.33,5.79399,0.49348,6,112.423
30,0.96,0,10,0,234090,134.09,28.3227,36,187.856,27.7778,23020,3696.54,6.22744,0.458361,6,89.6667
30,0.96,0,10,0.8,256363,156.363,22.5913,34,187.856,29.4118,24756.6,3800.15,6.51464,0.502407,5,94.0294
30,0.96,0,10,1,275747,175.747,21.2204,28,187.856,32.1429,27255.5,3660.66,7.44552,0.543098,5,112.107
30,0.96,0,10,1.2,228671,128.671,27.0556,25,187.856,36,20232.2,3338.64,6.06,0.473165,5,115.32
30,0.96,40,0,0,220992,120.992,28.1865,43,187.856,25.5814,22646.7,4003.8,5.6563,0.422328,7,77.0698
30,0.96,40,0,0.8,217044,117.044,24.347,42,187.856,26.1905,21256.3,3766.97,5.64282,0.418129,6,77.6429
30,0.96,40,0,1,255323,155.323,21.8223,31,187.856,32.2581,24083.1,4071.84,5.91456,0.502053,5,102.516
30,0.96,40,0,1.2,226640,126.64,25.5974,26,187.856,38.4615,18688.9,3765.51,4.96317,0.462558,5,113.615
30,0.96,40,3,0,226947,126.947,28.1872,42,187.856,26.1905,22575,3915.4,5.76568,0.4348,7,78.7143
30,0.96,40,3,0.8,223580,123.58,24.3508,41,187.856,26.8293,21279.9,3683.3,5.77739,0.432315,6,79.2927
30,0.96,40,3,1,256155,156.155,21.8296,31,187.856,32.2581,24193.7,4084.84,5.9228,0.503713,5,102.419
30,0.96,40,3,1.2,218263,118.263,28.3584,26,187.856,34.6154,19787.3,3518.99,5.623,0.444242,5,113.5
30,0.96,40,5,0,246892,146.892,24.9776,39,187.856,25.641,25510.4,3731.43,6.83663,0.476601,6,84.1282
30,0.96,40,5,0.8,244383,144.383,22.9934,37,187.856,27.027,23941.9,3519.84,6.80197,0.476606,5,87.2432
30,0.96,40,5,1,267491,167.491,20.8237,29,187.856,31.0345,26730.2,3654.06,7.31522,0.52544,5,109.103
30,0.96,40,5,1.2,246290,146.29,26.0003,24,187.856,41.6667,19368.5,3385.39,5.7212,0.50722,6,121.333
30,0.96,40,10,0,235460,135.46,28.3278,36,187.856,27.7778,23146.5,3692.48,6.26855,0.461295,6,89.6111
30,0.96,40,10,0.8,258039,158.039,22.1912,34,187.856,29.4118,24911.1,3794.67,6.56476,0.50564,5,93.9706
30,0.96,40,10,1,275108,175.108,20.8228,27,187.856,33.3333,26964.1,3753.83,7.18309,0.54254,5,116.074
30,0.96,40,10,1.2,240607,140.607,25.8901,23,187.856,39.1304,20890.2,3386.01,6.16955,0.498426,5,125.522
30,0.96,45,0,0,221608,121.608,30.0327,41,187.856,26.8293,22158.4,4071.17,5.44276,0.424471,7,80.5366
30,0.96,45,0,0.8,207478,107.478,28.9555,40,187.856,27.5,19975,3870.59,5.16072,0.399385,6,81
30,0.96,45,0,1,242865,142.865,26.2343,29,187.856,34.4828,22497.6,4321.63,5.20581,0.485395,5,107.586
30,0.96,45,0,1.2,206640,106.64,31.1261,26,187.856,38.4615,16874.3,3881.43,4.34745,0.424733,6,109.577
30,0.96,45,3,0,230730,130.73,30.0327,40,187.856,27.5,22521.3,4034.65,5.58198,0.4432,7,82.4
30,0.96,45,3,0.8,216775,116.775,28.9565,39,187.856,28.2051,20404,3845.3,5.30621,0.420151,6,82.8718
30,0.96,45,3,1,243765,143.765,26.2347,29,187.856,34.4828,22614,4335.53,5.21598,0.487246,5,107.517
30,0.96,45,3,1.2,199018,99.0176,33.6814,26,187.856,34.6154,17842.6,3621.51,4.92684,0.405943,6,109.462
30,0.96,45,5,0,233388,133.388,26.8929,39,187.856,25.641,24470.5,3838.49,6.37502,0.451119,6,83.9487
30,0.96,45,5,0.8,220198,120.198,26.9332,37,187.856,27.027,22031.8,3708.12,5.9415,0.42915,5,86.8649
30,0.96,45,5,1,245440,145.44,26.2357,28,187.856,32.1429,24439.4,3921.85,6.2316,0.491376,5,111.107
30,0.96,45,5,1.2,221813,121.813,29.8173,24,187.856,41.6667,17461.7,3771.77,4.62959,0.461609,6,118.5
30,0.96,45,10,0,245788,145.788,30.1727,35,187.856,28.5714,24257.7,3871.55,6.26562,0.481308,6,92.0286
30,0.96,45,10,0.8,238197,138.197,26.9309,34,187.856,29.4118,23178,3899.26,5.94419,0.469986,5,93.4412
30,0.96,45,10,1,252423,152.423,26.2348,26,187.856,34.6154,24648.2,4083,6.03679,0.508542,5,118.5
30,0.96,45,10,1.2,217082,117.082,29.5937,23,187.856,39.1304,18849.3,3754.41,5.02059,0.453035,5,122.739
30,0.96,50,0,0,218771,118.771,30.5224,37,187.856,29.7297,21470.1,4515.41,4.75486,0.423849,6,88.2432
30,0.96,50,0,0.8,202344,102.344,28.7478,36,187.856,30.5556,18796.5,4176.7,4.50033,0.391898,5,89.25
30,0.96,50,0,1,206789,106.789,27.8782,30,187.856,33.3333,18814.9,4068.01,4.6251,0.414199,6,101.3
30,0.96,50,0,1.2,193780,93.7796,29.887,24,187.856,37.5,16993,3943.81,4.30877,0.397275,4,116.125
30,0.96,50,3,0,227757,127.757,30.5224,36,187.856,30.5556,21826.9,4493.55,4.85737,0.442882,6,90.5278
30,0.96,50,3,0.8,210678,110.678,28.7478,35,187.856,31.4286,19120.1,4151.79,4.60527,0.411268,5,91.6286
30,0.96,50,3,1,206789,106.789,27.8782,30,187.856,33.3333,18814.9,4068.01,4.6251,0.414199,6,101.3
30,0.96,50,3,1.2,193780,93.7796,29.887,24,187.856,37.5,16993,3943.81,4.30877,0.397275,4,116.125
30,0.96,50,5,0,240525,140.525,30.5272,34,187.856,32.3529,22302.6,4556.69,4.89448,0.468926,6,95.5294
30,0.96,50,5,0.8,217805,117.805,28.7535,33,187.856,30.303,21015.3,4015.12,5.23403,0.428006,5,96.7576
30,0.96,50,5,1,212568,112.568,27.8804,28,187.856,32.1429,20846.2,3949.9,5.27766,0.428357,6,108.321
30,0.96,50,5,1.2,197723,97.7229,28.4568,23,187.856,39.1304,17309.7,4147.47,4.17356,0.407887,4,121.043
30,0.96,50,10,0,238611,138.611,31.9047,32,187.856,31.25,23296.9,4289.03,5.43175,0.469995,6,100.281
30,0.96,50,10,0.8,222498,122.498,29.8222,31,187.856,32.2581,21185.2,4254.98,4.97893,0.441539,5,101.903
30,0.96,50,10,1,215644,115.644,28.3445,27,187.856,33.3333,20784.2,3967.41,5.23873,0.439055,6,111.222
30,0.96,50,10,1.2,172493,72.4927,39.2409,26,187.856,34.6154,14913.3,3631.01,4.10721,0.345693,7,103.038
32,0.98,0,0,0,218023,118.023,27.1959,41,187.856,29.2683,20027.3,4217.39,4.74874,0.413288,8,81
32,0.98,0,0,0.8,231503,131.503,24.8743,36,187.856,33.3333,19793.3,4417.37,4.48079,0.443775,7,90.8333
32,0.98,0,0,1,282772,182.772,20.7132,29,187.856,41.3793,22688.7,5264.25,4.30996,0.542421,5,110.276
32,0.98,0,0,1.2,258841,158.841,20.6332,25,187.856,48,18497.5,4856.05,3.80916,0.517,3,121.16
32,0.98,0,3,0,212116,112.116,26.8679,41,187.856,29.2683,19200.5,4078.98,4.70719,0.401276,8,80.8537
32,0.98,0,3,0.8,219885,119.885,24.8742,36,187.856,33.3333,18431.4,4220.52,4.36711,0.42102,7,90.6389
32,0.98,0,3,1,248134,148.134,20.7132,29,187.856,41.3793,19368.3,4958.01,3.90648,0.483736,5,109.759
32,0.98,0,3,1.2,241047,141.047,20.9098,25,187.856,48,16846.2,4700.53,3.58388,0.484339,3,120.6
32,0.98,0,5,0,250744,150.744,24.5111,35,187.856,34.2857,20804,4300.19,4.83793,0.479457,6,94.3429
32,0.98,0,5,0.8,256920,156.92,22.8833,31,187.856,38.7097,20007.9,4377.63,4.57048,0.494475,5,104.935
32,0.98,0,5,1,261996,161.996,20.7132,27,187.856,44.4444,19681.9,4945.84,3.97949,0.509701,4,117.667
32,0.98,0,5,1.2,257289,157.289,20.9711,23,187.856,52.1739,17417,4701.32,3.70469,0.516885,3,130.652
32,0.98,0,10,0,245528,145.528,22.6068,32,187.856,37.5,19083.3,4173.58,4.5724,0.473913,5,101.656
32,0.98,0,10,0.8,233714,133.714,22.8784,31,187.856,38.7097,18236.9,4480.47,4.07031,0.452567,5,104
32,0.98,0,10,1,304115,204.115,20.7132,25,187.856,48,22892.7,5430.62,4.21549,0.57912,3,127
32,0.98,0,10,1.2,250121,150.121,21.6894,23,187.856,52.1739,16810.4,4691.26,3.58334,0.505657,3,129.783
32,0.98,40,0,0,209145,109.145,27.1614,41,187.856,29.2683,18998.1,4097.68,4.63632,0.395011,8,80.9024
32,0.98,40,0,0.8,222061,122.061,24.875,36,187.856,33.3333,18752.5,4290.37,4.37084,0.425336,7,90.7222
32,0.98,40,0,1,242992,142.992,20.7148,29,187.856,41.3793,18838.5,4886.43,3.85526,0.474184,5,109.759
32,0.98,40,0,1.2,250254,150.254,20.6361,24,187.856,50,17322.4,4801.27,3.60788,0.50299,3,125.375
32,0.98,40,3,0,207034,107.034,26.8679,41,187.856,29.2683,18665.2,4032.7,4.62845,0.390641,8,80.8293
32,0.98,40,3,0.8,219885,119.885,24.8742,36,187.856,33.3333,18431.4,4220.52,4.36711,0.42102,7,90.6389
32,0.98,40,3,1,243651,143.651,20.7148,29,187.856,41.3793,18868.5,4868.84,3.87535,0.475462,5,109.724
32,0.98,40,3,1.2,243094,143.094,20.6353,24,187.856,50,16600.1,4675.61,3.55036,0.48933,3,125.292
32,0.98,40,5,0,250744,150.744,24.5111,35,187.856,34.2857,20804,4300.19,4.83793,0.479457,6,94.3429
32,0.98,40,5,0.8,256920,156.92,22.8833,31,187.856,38.7097,20007.9,4377.63,4.57048,0.494475,5,104.935
32,0.98,40,5,1,257251,157.251,20.7148,27,187.856,44.4444,19175.4,4856.92,3.94805,0.501409,4,117.63
32,0.98,40,5,1.2,259702,159.702,20.6329,22,187.856,54.5455,17176.4,4641.47,3.70064,0.522389,2,136.273
32,0.98,40,10,0,245528,145.528,22.6068,32,187.856,37.5,19083.3,4173.58,4.5724,0.473913,5,101.656
32,0.98,40,10,0.8,233714,133.714,22.8784,31,187.856,38.7097,18236.9,4480.47,4.07031,0.452567,5,104
32,0.98,40,10,1,269143,169.143,20.7148,25,187.856,48,19564.9,5048.95,3.87505,0.524042,3,126.52
32,0.98,40,10,1.2,259008,159.008,20.6336,22,187.856,54.5455,17109,4630.08,3.69519,0.522066,2,136.045
32,0.98,45,0,0,205183,105.183,28.3516,39,187.856,25.641,21885.1,3919.6,5.5835,0.387289,7,84.7692
32,0.98,45,0,0.8,215565,115.565,26.8063,34,187.856,29.4118,21467.9,4129.72,5.19839,0.412833,6,95.6765
32,0.98,45,0,1,226249,126.249,27.6582,27,187.856,37.037,20747.9,4778.25,4.34215,0.448528,5,115.296
32,0.98,45,0,1.2,206472,106.472,31.3103,25,187.856,40,16979.8,4221.72,4.022,0.423025,6,113.8
32,0.98,45,3,0,204991,104.991,28.3532,39,187.856,25.641,21857.9,3916.81,5.58053,0.386939,7,84.7179
32,0.98,45,3,0.8,215336,115.336,26.8083,34,187.856,29.4118,21437.7,4126.68,5.19489,0.412433,6,95.6176
32,0.98,45,3,1,226249,126.249,27.6582,27,187.856,37.037,20747.9,4778.25,4.34215,0.448528,5,115.296
32,0.98,45,3,1.2,206472,106.472,31.3103,25,187.856,40,16979.8,4221.72,4.022,0.423025,6,113.8
32,0.98,45,5,0,244383,144.383,26.4513,34,187.856,29.4118,24545.1,4211.17,5.82858,0.469261,6,96.8529
32,0.98,45,5,0.8,247674,147.674,24.867,30,187.856,33.3333,23409.4,4320.99,5.4176,0.479289,5,108.067
32,0.98,45,5,1,232304,132.304,27.6582,26,187.856,38.4615,20732.7,4688.91,4.42164,0.461415,5,119.615
32,0.98,45,5,1.2,214544,114.544,31.3128,24,187.856,41.6667,17282.1,4162.6,4.15175,0.44296,6,118.292
